"id","id2","nazov","ico","region","pocetobyvatelov","ppz","urad","ulica","cislo","psc","posta","primator","starosta","prednosta","smerovecislo","telefon","fax","mobil","email","web","id3","zdroj","created","od","do","edited_by","lchange"
"2422","00316482","Tuhár","00316482","Novohrad","378","1573","Obecný úrad","Tuhár","56","985 12","Tuhár",,"Peter Čeman",,"047","437 76 21",,"0911 491 250","obecnyurad@tuhar.sk","www.tuhar.sk","2429","http://www.e-obce.sk/obecedit.html?id=2429","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2423","00327905","Tuhrina","00327905","Šarišský","460","1427","Obecný úrad",,"70","082 07","Tuhrina",,"František Lorinc",,"051","779 01 31","779 01 31","0905 518 724","obectuhrina@gmail.com","www.tuhrina.obceinfo.sk","2430","http://www.e-obce.sk/obecedit.html?id=2430","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2424","00327913","Tulčík","00327913","Stráže","1324","1248","Obecný úrad",,"178","082 13","Tulčík",,"Janka Šoltésová",,"051","748 12 49","748 12 49","0918 678 508","obec@tulcik.sk;starosta@tulcik.sk","www.tulcik.sk","2431","http://www.e-obce.sk/obecedit.html?id=2431","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2425","00307599","Tupá","00307599","Hontiansko-Poipeľský","590","1332","Obecný úrad","Tupá","113","935 84","Horné Semerovce",,"Erika Holomeková",,"036","749 11 68,11 55","749 11 58",,"obec.tupa.sek@gmail.com;obec.tupa.starosta@gmail.com;obectupa@zoznam.sk","www.tupa.sk","2432","http://www.e-obce.sk/obecedit.html?id=2432","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2426","00307602","Turá","00307602","Dolnohronský","222","1264","Obecný úrad","Turá","78","935 51","Tekovský Hrádok",,"Jozef Bogár",,"036","779 31 21","779 31 21","0915 550 122","obectura@mail.t-com.sk","http://tura.e-obce.sk","2433","http://www.e-obce.sk/obecedit.html?id=2433","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2427","00316962","Turany","00316962","Turiec","4360","1341","Obecný úrad","Ul. Osloboditeľov","83/91","038 53","Turany",,"Ing. Miroslav Blahušiak",,"043","429 24 00-1","429 24 02",,"obecturany@nextra.sk;obecturany@centrum.sk","www.turany.sk","2434","http://www.e-obce.sk/obecedit.html?id=2434","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2428","00331104","Turany nad Ondavou","00331104","Horný Zemplín","393","1567","Obecný úrad",,"100","090 33","Turany nad Ondavou",,"Ján Jakubov",,"054","749 12 11",,"0907 554 223","obecturany@zoznam.sk",,"2435","http://www.e-obce.sk/obecedit.html?id=2435","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2429","00648183","Turecká","00648183","Starohorská Dolina","151","1563","Obecný úrad","Turecká","341","976 02","Staré Hory",,"Ivan Janovec",,"048","419 92 70",,"0905 534 939","starosta@obecturecka.sk;info@obecturecka.sk;turcanova@obecturecka.sk","www.obecturecka.sk","2437","http://www.e-obce.sk/obecedit.html?id=2437","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2430","00323667","Turcovce","00323667","Zemplín","319","1557","Obecný úrad",,"35","067 23","Baškovce",,"Cyril Vasiľ",,"057","788 03 92,93,799 52 27",,,"outurcovce@gmail.com","www.turcovce.ocu.sk","2436","http://www.e-obce.sk/obecedit.html?id=2436","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2431","00317012","Turček","00317012","Turiec","667","1371","Obecný úrad","Turček","123","038 48","Turček",,"Oľga Wagnerová",,"043","495 65 60","495 65 60","0905 655 210,0905 918 179","obecnyuradturcek@stonline.sk","www.obecturcek.sk","2438","http://www.e-obce.sk/obecedit.html?id=2438","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2432","00800091","Turčianky","00800091","Trenčianský","156","1293","Obecný úrad","Turčianky","59","958 44","Klátova Nová Ves",,"Eva Dragulová",,"038","542 02 47",,"0948 480 846","turcianky@gmail.com",,"2439","http://www.e-obce.sk/obecedit.html?id=2439","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2433","00316679","Turčianske Jaseno","00316679","Turiec","356","1274","Obecný úrad","Turčianske Jaseno","24","038 02","Turčianske Jaseno",,"Rastislav Jesenský",,"043","426 21 91","426 21 91","0908 938 269","obecjaseno@gaya.sk","www.turcianskejaseno.sk","2441","http://www.e-obce.sk/obecedit.html?id=2441","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2434","00316997","Turčianska Štiavnička","00316997","Turiec","898","1474","Obecný úrad","Jána Kostru","92/76","038 51","Turčianska Štiavnička",,"Peter Očka",,"043","429 34 29","429 34 90","0918 639 788","obecturstiavnicka@stonline.sk","www.turcianskastiavnicka.sk","2440","http://www.e-obce.sk/obecedit.html?id=2440","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2435","00316971","Turčianske Kľačany","00316971","Turiec","916","1403","Obecný úrad","Turčianske Kľačany","179","038 61","Vrútky",,"Ing. Miroslav Lamoš",,"043","428 14 89","428 14 89","0905 776 225","tklacany@centrum.sk","www.turcianskeklacany.sk","2442","http://www.e-obce.sk/obecedit.html?id=2442","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2436","00317004","Turčianske Teplice","00317004","Horný Turiec","6598","1281","Mestský úrad","Partizánska","413/1","039 01","Turčianske Teplice","Mgr. Igor Hus",,"Ing. Beáta Gáborová","043","490 60 10-20","492 26 67",,"info@turciansketeplice.sk;podatelna@turciansketeplice.sk;primator@turciansketeplice.sk;prednosta@turciansketeplice.sk","www.turciansketeplice.sk","2443","http://www.e-obce.sk/obecedit.html?id=2443","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2437","00649139","Turčiansky Ďur","00649139","Turiec","169","1332","Obecný úrad","Turčiansky Ďur","6","038 43","Kláštor pod Znievom",,"Peter Rusnák",,"043","493 32 08",,"0904 137 682","obecturcianskydur@centrum.sk","www.turcianskydur.sk","2444","http://www.e-obce.sk/obecedit.html?id=2444","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2438","00648060","Turie","00648060","Horné Považie","1954","1386","Obecný úrad","Hlavná","214","013 12","Turie",,"Miroslav Chovanec",,"041","598 91 72,93 13","598 93 13",,"obecturie@rajec.net","www.obecturie.eu","2448","http://www.e-obce.sk/obecedit.html?id=2448","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2439","00305138","Tureň","00305138","Podunajský","997","1252","Obecný úrad","Tureň","36","903 01","Senec",,"Štefan Čermák",,"02","45918117, 45918111","4591 81 11","0908 729 623","obec@turen.sk","www.turen.sk","2446","http://www.e-obce.sk/obecedit.html?id=2446","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2440","00316989","Turčiansky Peter","00316989","Turiec","419","1309","Obecný úrad","Turčiansky Peter","2","038 41","Košťany nad Turcom",,"Ondrej Výbošťok",,"043","430 13 06, 438 82 28","430 13 07","0915 983 642","ocu.turc.peter@gaya.sk",,"2445","http://www.e-obce.sk/obecedit.html?id=2445","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2441","00328880","Turčok","00328880","Ratková a okolie","273","1427","Obecný úrad","Turčok","2","049 18","Lubeník",,"Mgr. Tatiana Belánová",,"058","449 32 77","488 14 79","0911 375 525","obec.turcok@mail.t-com.sk","www.turcok.ocu.sk","2447","http://www.e-obce.sk/obecedit.html?id=2447","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2442","00691313","Turňa nad Bodvou","00691313","Turňa","3551","1221","Obecný úrad","Moldavská cesta","419/49","044 02","Turňa nad Bodvou",,"Atila Oravecz","Alexander Varga","055","466 21 01,466 22 79,466 21 38",,"0907 976 360,0905 846 586","turna@mail.t-com.sk;turnastarosta@mail.t-com.sk;turnaprednosta@mail.t-com.sk","www.turnanadbodvou.sk","2451","http://www.e-obce.sk/obecedit.html?id=2451","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2443","00590649","Turík","00590649","Liptov, Ružomberský ZMOS","221","1278","Obecný úrad","Turík","19","034 83","Liptovská Teplá",,"Mgr. Stanislav Krakovský",,"044","439 22 16",,"0918 512 569,0905 931 755","turik@centrum.sk","www.turik.sk","2449","http://www.e-obce.sk/obecedit.html?id=2449","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2444","00320358","Turová","00320358","Adela","387","1424","Obecný úrad","Turová","110","962 36","Tŕnie",,"Ing. Jana Jarotová",,"045","539 10 48,49","539 10 49","0917 658 304","outurova@stonline.sk","www.turova.sk","2452","http://www.e-obce.sk/obecedit.html?id=2452","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2445","00324531","Turnianska Nová Ves","00324531","Abovský","339","1406","Obecný úrad",,"84","044 02","Turňa nad Bodvou",,"János Koleszár",,"055","466 23 82","466 23 82","0911 596 011","turnianskanovaves@centrum.sk","www.turnianskanovaves.ocu.sk","2450","http://www.e-obce.sk/obecedit.html?id=2450","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2446","00314331","Turzovka","00314331","Kysuce","7500","1592","Mestský úrad","Jašíkova","178","023 54","Turzovka","JUDr. Ľubomír Golis",,"Ing. Marián Masnica","041","420 93 11,13,14,30-31","420 93 16,28","0905 444 372","msu@turzovka.sk;primator@turzovka.sk;prednosta@turzovka.sk","www.turzovka.sk;www.mestoturzovka.sk","2453","http://www.e-obce.sk/obecedit.html?id=2453","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2447","00318523","Tužina","00318523","Horná Nitra","1206","1393","Obecný úrad","Tužina","75","972 14","Tužina",,"Miroslav Dzina",,"046","544 41 87","544 40 03","0903 553 667","obec@tuzina.sk;starosta@tuzina.sk;tuzina@stonline.sk","www.tuzina.sk","2456","http://www.e-obce.sk/obecedit.html?id=2456","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2448","00325929","Tušická Nová Ves","00325929","Zemplínsky","556","1342","Obecný úrad","Tušická Nová Ves","167","072 02","Tušická Nová Ves",,"Jarmila Vaľovská",,"056","649 57 11","649 57 11","0902 905 320,0902 905 321","starosta@tusickanovaves.sk","www.tusickanovaves.ocu.sk","2455","http://www.e-obce.sk/obecedit.html?id=2455","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2449","00325911","Tušice","00325911","Zemplínsky","704","1221","Obecný úrad","Tušice","130","072 02","Tušická Nová Ves",,"MVDr. Ján Záhorský",,"056","649 57 14","688 74 12","0911 235 351","ocutusice@stonline.sk","www.tusice.ocu.sk;www.tusice.sk","2454","http://www.e-obce.sk/obecedit.html?id=2454","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2450","00314901","Tvrdošín","00314901","Horná Orava","9361","1265","Mestský úrad","Trojičné námestie","185/2","027 44","Tvrdošín","Ing. Ivan Šaško",,,"043","532 21 00,530 90 11-21","532 21 07",,"tvrdosin@tvrdosin.sk;primator@tvrdosin.sk","www.tvrdosin.sk","2459","http://www.e-obce.sk/obecedit.html?id=2459","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2451","00800104","Tvrdomestice","00800104","Tribečsko-Inovecký","473","1280","Obecný úrad","Tvrdomestice","42","956 22","Prašice",,"Jozef Beňo",,"038","539 18 84,17 74",,"0905 869 940","obectvrdomestice@mail.t-com.sk","www.obec-tvrdomestice.sk","2458","http://www.e-obce.sk/obecedit.html?id=2458","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2452","00326640","Tvarožná","00326640","Levočské Vrchy západ","687","1268","Obecný úrad",,"27","059 71","Ľubica",,"Ing. Dagmar Mathiová",,"052","468 12 08","468 12 09","0918 457 838","obectvarozna@ocu.sk","www.tvarozna.sk","2457","http://www.e-obce.sk/obecedit.html?id=2457","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2453","00325937","Úbrež","00325937","Zemplínsky","706","1337","Obecný úrad",,"169","072 42","Úbrež",,"MVDr. Jozef Antonič",,"056","659 62 52",,"0905 774 215","obecubrez@minet.sk","www.ubrez.ocu.sk","2461","http://www.e-obce.sk/obecedit.html?id=2461","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2454","00309338","Tvrdošovce","00309338","Cergát-Váh","5180","1221","Obecný úrad","Novozámocka","56","941 10","Tvrdošovce",,"Ing. Marián Tóth","Mgr. Judita Veresová","035","649 22 02,649 24 13","649 24 13",,"starosta@tvrdosovce.sk;prednostka@tvrdosovce.sk","www.tvrdosovce.sk","2460","http://www.e-obce.sk/obecedit.html?id=2460","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2455","00323675","Ubľa","00323675","Sninský","832","1567","Obecný úrad",,"368","067 73","Snina",,"Mgr. Nadežda Sirková",,"057","767 31 39","767 31 39",,"obecubla@stonline.sk;obecubla@lekosonline.sk","www.ubla.ocu.sk","2462","http://www.e-obce.sk/obecedit.html?id=2462","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2456","00323683","Udavské","00323683","Humenné","1202","1317","Obecný úrad",,"30","067 31","Udavské",,"Tomáš Pastirák",,"057","779 61 24","779 61 24",,"obec@udavske.sk;starosta@udavske.sk","www.udavske.sk","2463","http://www.e-obce.sk/obecedit.html?id=2463","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2457","00330221","Údol","00330221","Zamagurie","412","1427","Obecný úrad","Údol","2","065 45","Plavnica",,"Štefan Arendáč",,"052","428 51 41,439 34 36",,"0915 779 606","obecudol@gmail.com;info@udol.sk","www.udol.sk","2465","http://www.e-obce.sk/obecedit.html?id=2465","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2458","00317853","Udiča","00317853","Považskobystrický","2163","1321","Obecný úrad","Udiča","302","018 01","Udiča",,"Peter Chochlík",,"042","438 31 74,90,91","438 31 90","0905 357 792","obecudica@zoznam.sk;starosta@obecudica.sk","www.obecudica.sk","2464","http://www.e-obce.sk/obecedit.html?id=2464","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2459","00315818","Uhorská Ves","00315818","Liptov","467","1230","Obecný úrad","Stará","53","032 03","Liptovský Ján",,"Vladimír Multáň",,"044","526 31 20",,"0918 840 206","obecuhorskaves@alconet.sk;ouuhorskaves@alconet.sk","www.uhorskaves.sk","2468","http://www.e-obce.sk/obecedit.html?id=2468","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2460","00587621","Uhliská","00587621","Tekov","193","1657","Obecný úrad","Uhliská","104","935 05","Pukanec",,"Ferdinand Ďurdík",,"036","634 71 20","634 71 20","0903 771 666","ocu.uhliska@fayn.sk","www.uhliska.ocu.sk","2466","http://www.e-obce.sk/obecedit.html?id=2466","1449143830","1449145179","0",NULL,"2015-12-03 13:19:39"
"2461","00329711","Úhorná","00329711","Spiš","149","1823","Obecný úrad",,"29","055 67","Úhorná",,"Roman König",,"053","489 72 03","489 72 03","0908 440 928","obec@uhorna.sk;starosta@uhorna.sk","www.uhorna.sk","2467","http://www.e-obce.sk/obecedit.html?id=2467","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2462","00316504","Uhorské","00316504","Novohrad","558","1435","Obecný úrad","Uhorské","8","985 25","Uhorské",,"Jozef Sakala",,"047","422 34 28,422 24 00","422 34 28","0903 521 344","obec.uhorske@ma-net.sk;starosta.uhorske@ma-net.sk","www.uhorske.sk","2469","http://www.e-obce.sk/obecedit.html?id=2469","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2463","00800121","Uhrovské Podhradie","00800121","Bánovce nad Bebravou","38","1481","Obecný úrad","Uhrovské Podhradie","20","956 42","Žitná-Radiša",,"Ing. Milan Miškerík",,"038","769 44 19",,,,,"2471","http://www.e-obce.sk/obecedit.html?id=2471","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2464","00311201","Uhrovec","00311201","Bánovce nad Bebravou","1540","1258","Obecný úrad","SNP","86/7","956 41","Uhrovec",,"Ing. Zuzana Mačeková",,"038","769 42 53","769 45 92","0902 967 560","obec@uhrovec.sk;starostka@uhrovec.sk;sekretariat@uhrovec.sk","www.uhrovec.sk","2470","http://www.e-obce.sk/obecedit.html?id=2470","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2465","00323691","Ulič","00323691","Horný Zemplín","922","1451","Obecný úrad",,"89","067 67","Ulič",,"Ján Holinka",,"057","769 41 32","769 41 32","0907 186 789","obeculic@stonline.sk","www.ulic.ocu.sk;www.obec-ulic.szm.com","2472","http://www.e-obce.sk/obecedit.html?id=2472","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2466","00323705","Uličské Krivé","00323705","Prešovský","268","1478","Obecný úrad",,"45","067 67","Uličské Krivé",,"Milan Sičak",,"057","769 41 81","769 41 81","0918 467 041","obec.ulickrive@makoba.sk","www.ulicskekrive.ocu.sk","2473","http://www.e-obce.sk/obecedit.html?id=2473","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2467","00329720","Úloža","00329720","Levočské Vrchy západ","187","1280","Obecný úrad","Uloža","76","053 71","Vyšné Repaše",,"Pavol Abrahamovský",,"053","459 72 02",,,"uloza@uloza.sk","www.spis-uloza.szm.sk","2474","http://www.e-obce.sk/obecedit.html?id=2474","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2468","00311227","Urmince","00311227","Marhat","1413","1156","Obecný úrad","Urmince","493","956 02","Urmince",,"Ing. Jozef Cifra",,"038","538 61 23","538 61 23","0903 475 865","obec@urmince.sk","urmince.sk;urmince.yw.sk","2477","http://www.e-obce.sk/obecedit.html?id=2477","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2469","00310107","Unín","00310107","Záhorie","1221","1392","Obecný úrad","Unín","332","908 46","Unín",,"Ján Palkovič",,"034","662 14 52,662 81 31","662 14 52",,"obuunin@ehs.sk","www.unin.sk","2475","http://www.e-obce.sk/obecedit.html?id=2475","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2470","00648949","Uňatín","00648949","Hont","185","1311","Obecný úrad","Uňatín","49","962 41","Bzovík",,"Anna Babiaková",,"045","551 25 95","559 71 32","0904 049 312","obec.unatin@azet.sk","www.unatin.ocu.sk","2476","http://www.e-obce.sk/obecedit.html?id=2476","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2471","17067430","Utekáč","17067430","Západný Gemer","1027","1593","Obecný úrad","Utekáč","848/52","985 06","Utekáč",,"Miroslav Barutiak",,"047","451 41 31","451 41 32","0911 252 433;0910 487 273","obecutekac@stonline.sk","www.utekac.sk","2478","http://www.e-obce.sk/obecedit.html?id=2478","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2472","00327921","Uzovce","00327921","Hornotoriský","518","1370","Obecný úrad",,"136","082 66","Uzovce",,"Jaroslav Golodžej",,"051","452 17 15","452 17 15","0905 526 362","ocuuzovce@wicom.sk;ocuuzovce@zoznam.sk","www.obecuzovce.sk","2479","http://www.e-obce.sk/obecedit.html?id=2479","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2473","00800236","Úľany nad Žitavou","00800236","Nitriansky","1547","1253","Obecný úrad","Hlavná","51","941 03","Uľany nad Žitavou",,"Ing. Juraj Ostrožlík",,"035","657 51 44","657 51 44","0903 208 940,0917 042 244,0917 042 245","ulanynadzitavou@ulanynadzitavou.sk;podatelna@ulanynadzitavou.sk;starosta@ulanynadzitavou.sk;info@ulanynadzitavou.sk","www.ulanynadzitavou.sk","2483","http://www.e-obce.sk/obecedit.html?id=2483","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2474","00327948","Uzovský Šalgov","00327948","Prešovský","604","1314","Obecný úrad",,"139","082 61","Ražňany",,"Jozef Merva",,"051","452 18 00",,"0905 452 834","uzovskysalgov@uzovskysalgov.sk;starosta@uzovskysalgov.sk;uzovskysalgov@pobox.sk","www.uzovskysalgov.sk","2482","http://www.e-obce.sk/obecedit.html?id=2482","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2475","00319163","Uzovská Panica","00319163","Blžská dolina","721","1427","Obecný úrad","Uzovská Panica","95","980 22","Velký Blh",,"Peter Babík",,"047","569 61 41","569 61 41","0910 975 175,0911 207 365","ocuuzpanica@rsnet.sk;u.panica@gmail.com","www.uzovskapanica.sk","2480","http://www.e-obce.sk/obecedit.html?id=2480","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2476","00327930","Uzovské Pekľany","00327930","Šarišský","405","1337","Obecný úrad",,"68","082 62","Uzovské Pekľany",,"Peter Hrubý",,"051","459 42 17",,"0910 586 704","ocupeklany@gmail.com",,"2481","http://www.e-obce.sk/obecedit.html?id=2481","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2477","00325988","Vrbnica","00325988","Zemplínsky","939","1330","Obecný úrad","Vrbnica","25","072 16","Hatalov",,"Jaroslav Tokár",,"056","649 32 82","649 32 82","0911 420 152","obecvrbnica@centrum.sk","www.obecvrbnica.sk","2484","http://www.e-obce.sk/obecedit.html?id=2484","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2478","00331112","Vagrinec","00331112","Prešovský","122","1548","Obecný úrad",,"50","090 03","Ladomirová",,"Mgr. Peter Klim",,"054","4566321",,"0907 907 120","klimp@azet.sk",,"2485","http://www.e-obce.sk/obecedit.html?id=2485","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2479","00312126","Vaďovce","00312126","Veľká Javorina-Bradlo","772","1419","Obecný úrad","Vaďovce","1","916 13","Kostolné",,"Alžbeta Tuková",,"032","779 02 23","779 02 23","0915 709 991","vadovce@stonline.sk","www.vadovce.sk","2487","http://www.e-obce.sk/obecedit.html?id=2487","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2480","00306266","Váhovce","00306266","Jaslovské Bohunice","2080","1259","Obecný úrad","Váhovce","329","925 62","Váhovce",,"Mgr. Adrián Kubica",,"031","789 82 01","789 82 31","0905 607 478","obecvahovce@rejk-net.sk","www.vahovce.sk","2486","http://www.e-obce.sk/obecedit.html?id=2486","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2481","00324850","Valaliky","00324850","Hornád","4106","1961","Obecný úrad","Poľná","8","044 13","Valaliky",,"Ing. Štefan Petrík",,"055","699 98 04,699 90 29","699 98 04","0903 644 027","obec@valaliky.sk;petrik.stefan@valaliky.sk","www.valaliky.sk","2489","http://www.e-obce.sk/obecedit.html?id=2489","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2482","00324841","Vajkovce","00324841","Toryšský","561","1630","Obecný úrad","Vajkovce","84","044 43","Budimír",,"Róbert Čorba",,"055","695 01 22","729 55 42","0908 321 222","obecvajkovce@netkosice.sk","www.obecvajkovce.sk","2488","http://www.e-obce.sk/obecedit.html?id=2488","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2483","00313904","Valaská","00313904","Čierny Hron","3900","1528","Obecný úrad","Námestie 1. mája","460/8","976 46","Valaská",,"Ing. Juraj Uhrin","Ing. Peter Minárik","048","671 15 00,01,02","671 15 60","0905 356 683,0905 988 794","valaska@valaska.sk;starosta@valaska.sk;prednosta@valaska.sk;sekretariat@valaska.sk;podatelna@valaska.sk","www.valaska.sk","2490","http://www.e-obce.sk/obecedit.html?id=2490","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2484","00315826","Valaská Dubová","00315826","Liptov, Ružomberský ZMOS","793","1322","Obecný úrad","Valaská Dubová","39","034 96","Valaská Dubová",,"Igor Tulinský",,"044","435 71 71","435 71 71","0915 859 551","starosta@valaskadubova.sk","www.valaskadubova.sk","2492","http://www.e-obce.sk/obecedit.html?id=2492","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2485","00318531","Valaská Belá","00318531","Horná Nitra","2210","1324","Obecný úrad","Valaská Belá","1","972 28","Valaská Belá",,"Ing. Miloš Cúcik",,"046","545 81 20,36,57","545 80 24","0907 983 881","obec@valaskabela.sk;podatelna@valaskabela.sk","www.valaskabela.sk","2491","http://www.e-obce.sk/obecedit.html?id=2491","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2486","00317021","Valča","00317021","Turiec","1584","1252","Obecný úrad","Valča","375","038 35","Valča",,"Mária Ondráčková",,"043","429 41 02","430 34 09","0911 387 778","obecvalca@stonline.sk;ou.valca@centrum.sk","www.obecvalca.sk","2494","http://www.e-obce.sk/obecedit.html?id=2494","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2487","00323713","Valentovce","00323713","Laborecké združenie miest a ob...","35","1808","Obecný úrad",,"17","067 01","Radvaň nad Laborcom",,"Michal Firkaľ",,"057","739 71 25",,"0903 214 766,0915 554 893",,,"2495","http://www.e-obce.sk/obecedit.html?id=2495","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2488","00331139","Vápeník","00331139","Šariš","40","1600","Obecný úrad",,,"090 02","Kružlová",,"Jaroslav Krajkovič",,"054","759 42 36",,,,"www.obecvapenik.webnode.sk","2499","http://www.e-obce.sk/obecedit.html?id=2499","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2489","00318922","Valice","00318922","Banskobystrický","324","1247","Obecný úrad","Valice","6","982 52","Nižná Kaloša",,"Ján Ďuriška",,"047","559 53 27",,"0903 569 718","obec.valice@gemernet.sk","www.valice.ocu.sk","2496","http://www.e-obce.sk/obecedit.html?id=2496","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2490","00331121","Valkovce","00331121","Horný Šariš","222","1382","Obecný úrad",,"62","090 42","Okrúhle",,"Ján Chrzan",,"054","759 11 37","759 11 37",,"valkovce@zoznam.sk;valkovce@gmail.com","www.valkovce.ocu.sk","2497","http://www.e-obce.sk/obecedit.html?id=2497","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2491","00595756","Vaniškovce","00595756","Horný Šariš","371","1345","Obecný úrad",,"38","086 41","Raslavice",,"Marcel Kvokačka",,"054","479 22 09",,"0907 903 198","obecvaniskovce@zmail.sk",,"2498","http://www.e-obce.sk/obecedit.html?id=2498","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2492","00327956","Varhaňovce","00327956","Dolnotoryšský","1262","1393","Obecný úrad",,"56","082 05","Šarišské Bohdanovce",,"Ľubica Pankievičová",,"051","778 11 17,749 54 71","749 54 72","0905 753 168","varhanovce@stonline.sk","www.varhanovce.ocu.sk","2502","http://www.e-obce.sk/obecedit.html?id=2502","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2493","00322695","Varadka","00322695","Horný Šariš","196","1492","Obecný úrad",,"34","086 36","Nižná Polianka",,"Sylvia Chudíková",,"054","479 91 12",,,"chudikova.sylvia@gmail.com","www.varadka.sk","2500","http://www.e-obce.sk/obecedit.html?id=2500","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2494","00321711","Varín","00321711","Horné Považie","3716","1235","Obecný úrad","Nám. sv. Floriána","1","013 03","Varín",,"Ing. Michal Cvacho","Ing. Patrik Miho","041","569 22 16, 569 23 22,569 26 56","569 22 16","0911 704 772","obecnyurad@varin.sk;starosta@varin.sk;podatelna@varin.sk;zastupcastarostu@varin.sk","www.varin.sk","2503","http://www.e-obce.sk/obecedit.html?id=2503","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
"2495","00331147","Varechovce","00331147","Horná Oľka","167","1430","Obecný úrad",,"62","090 23","Havaj",,"Milan Hudák",,"054","749 52 02","749 53 46","0910 998 940","hudakmilan@centrum.sk","www.varechovce.sk","2501","http://www.e-obce.sk/obecedit.html?id=2501","1449143831","1449145179","0",NULL,"2015-12-03 13:19:39"
